mod_value,effect,se,t,p,significant
-1.3531162803170866,0.2696020177540299,0.13992122652449906,1.9268128535653224,0.05418076066393773,False
-1.3120553731121511,0.25316009180940247,0.13734868156187718,1.8431927334908627,0.06548666271202341,False
-1.2709944659072157,0.236718165864775,0.13481048938264711,1.755932842828516,0.079292156332476,False
-1.2299335587022802,0.2202762399201476,0.1323086270601006,1.6648667952701839,0.09613610365341985,False
-1.1888726514973447,0.2038343139755202,0.12984519462654695,1.5698256262911876,0.11665440359251322,False
-1.1478117442924092,0.18739238803089275,0.12742242097378326,1.4706390492254744,0.14158636912530742,False
-1.1067508370874737,0.17095046208626535,0.12504266948594517,1.3671370164204646,0.17177536337100774,False
-1.0656899298825384,0.154508536141638,0.12270844324519695,1.2591516284898006,0.20816015656128184,False
-1.024629022677603,0.1380666101970106,0.12042238961789961,1.146519435755229,0.25175258095250697,False
-0.9835681154726674,0.12162468425238315,0.11818730399263624,1.0290841752339241,0.3035964421428743,False
-0.9425072082677319,0.10518275830775575,0.11600613240233258,0.9066999832643399,0.3647026844770793,False
-0.9014463010627964,0.08874083236312835,0.11388197272169254,0.7792351172208379,0.43595704295767557,False
-0.860385393857861,0.0722989064185009,0.11181807408982788,0.6465762087837457,0.5179994611596932,False
-0.8193244866529257,0.05585698047387361,0.10981783416854139,0.5086330548838532,0.611079931742295,False
-0.7782635794479902,0.03941505452924615,0.10788479381227634,0.3653439297277599,0.7149032222966067,False
-0.7372026722430547,0.02297312858461875,0.10602262870021005,0.2166813713851375,0.8284844288239386,False
-0.6961417650381192,0.006531202639991351,0.10423513746920918,0.06265835877005155,0.950046422673338,False
-0.6550808578331837,-0.009910723304636104,0.10252622589408218,-0.09666525045869412,0.9230044036644469,False
-0.6140199506282482,-0.026352649249263504,0.1008998866950846,-0.26117620259475766,0.793990410567593,False
-0.5729590434233129,-0.04279457519389085,0.09936017461847857,-0.43070148938659475,0.6667437392591933,False
-0.5318981362183774,-0.05923650113851828,0.09791117654019536,-0.6050024443756937,0.5452635959133514,False
-0.49083722901344196,-0.07567842708314568,0.09655697649001421,-0.783769643936316,0.4332918784361579,False
-0.44977632180850646,-0.0921203530277731,0.09530161568639911,-0.9666190060292964,0.3338813444010469,False
-0.40871541460357097,-0.10856227897240053,0.09414904790872915,-1.1530895041832392,0.24904674594706977,False
-0.3676545073986355,-0.12500420491702793,0.09310309080765977,-1.3426429115578147,0.17957903355171445,False
-0.3265936001937,-0.14144613086165536,0.09216737405337971,-1.5346659521810324,0.12506460211211423,False
-0.2855326929887645,-0.1578880568062828,0.09134528552688961,-1.728475157700446,0.08409696247840426,False
-0.244471785783829,-0.17432998275091022,0.09063991704662726,-1.9233246061029696,0.05461746381036647,False
-0.2034108785788935,-0.19077190869553762,0.09005401136310949,-2.118416556996228,0.03429435347011878,True
-0.16234997137395846,-0.20721383464016485,0.08958991231769202,-2.312914805691184,0.020854265629596913,True
-0.12128906416902296,-0.22365576058479228,0.0892495201204664,-2.505960371360073,0.012311026880960085,True
-0.08022815696408747,-0.2400976865294197,0.0890342536359599,-2.6966889340267017,0.007077104090828623,True
-0.03916724975915198,-0.2565396124740471,0.08894502136392143,-2.8842492647723024,0.0039762482002436705,True
0.0018936574457835142,-0.27298153841867456,0.08898220247039038,-3.06782177604012,0.0021926087558432616,True
0.04295456465071901,-0.28942346436330196,0.08914563878099567,-3.2466362720708006,0.0011920615907938803,True
0.0840154718556545,-0.30586539030792936,0.08943463812751229,-3.4199880126069147,0.0006420584713791033,True
0.12507637906059,-0.3223073162525568,0.08984798888380026,-3.5872513147667053,0.00034428907902572803,True
0.16613728626552549,-0.3387492421971842,0.09038398498663922,-3.7478900963180477,0.0001846983201148067,True
0.20719819347046098,-0.3551911681418116,0.09104046025698494,-3.9014649875362437,9.959492373701195e-05,True
0.24825910067539647,-0.3716330940864391,0.09181483045608366,-4.047636882194064,5.422043909719676e-05,True
0.28932000788033196,-0.3880750200310665,0.09270414125427313,-4.1861670339692445,2.992183149563843e-05,True
0.33038091508526746,-0.4045169459756939,0.09370512016876222,-4.316914009044137,1.679804920029504e-05,True
0.3714418222902025,-0.42095887192032116,0.09481423053597605,-4.439827961906981,9.622734072456396e-06,True
0.412502729495138,-0.43740079786494857,0.09602772570749224,-4.554942800554339,5.638935789864519e-06,True
0.4535636367000735,-0.453842723809576,0.09734170187085607,-4.662366848811544,3.3869651785423116e-06,True
0.494624543905009,-0.4702846497542034,0.09875214816809295,-4.762272603464777,2.0881822417884166e-06,True
0.5356854511099445,-0.4867265756988308,0.10025499308587305,-4.8548861330220925,1.322777043011314e-06,True
0.57674635831488,-0.5031685016434583,0.10184614639553635,-4.940476586019467,8.613668980306244e-07,True
0.6178072655198155,-0.5196104275880857,0.10352153620735494,-5.019346182685113,5.766653123906451e-07,True
0.658868172724751,-0.5360523535327131,0.10527714095651285,-5.091820965713173,3.968223458716835e-07,True
0.6999290799296864,-0.5524942794773405,0.10710901634951822,-5.158242492624905,2.805324239574247e-07,True
0.7409899871346219,-0.568936205421968,0.10901331746572228,-5.2189605696649135,2.0359225771926504e-07,True
0.7820508943395574,-0.5853781313665953,0.11098631633016948,-5.274327058708512,1.5154008470297242e-07,True
0.8231118015444929,-0.6018200573112228,0.11302441535498267,-5.3246907353694315,1.1556294676751122e-07,True
0.8641727087494284,-0.6182619832558502,0.1151241570925405,-5.370393137896084,9.018381996739322e-08,True
0.9052336159543635,-0.6347039092004774,0.1172822307612596,-5.411765320975898,7.19323465236954e-08,True
0.946294523159299,-0.6511458351451049,0.11949547600032336,-5.449125414114781,5.856759477396167e-08,True
0.9873554303642345,-0.6675877610897323,0.12176088428919804,-5.482776878526309,4.861564528724216e-08,True
1.02841633756917,-0.6840296870343596,0.12407559843647015,-5.513007357241159,4.1089677438321814e-08,True
1.0694772447741054,-0.7004716129789872,0.12643691050474942,-5.540088018464157,3.531760794928118e-08,True
1.110538151979041,-0.7169135389236145,0.12884225849751682,-5.564273300420542,3.083415944793444e-08,True
1.1515990591839764,-0.7333554648682419,0.13128922209242075,-5.585800975741924,2.7312159200931774e-08,True
1.192659966388912,-0.7497973908128694,0.13377551766546117,-5.60489246386565,2.4518106434001652e-08,True
1.2337208735938474,-0.7662393167574968,0.13629899281296382,-5.62175333026098,2.2282990563837757e-08,True
1.274781780798783,-0.7826812427021242,0.13885762054396478,-5.636573921085689,2.0482838314350715e-08,True
1.3158426880037184,-0.7991231686467516,0.1414494932849608,-5.649530090835016,1.9025561348584574e-08,True
1.356903595208654,-0.815565094591379,0.14407281681201944,-5.660783988526416,1.7841937260953955e-08,True
1.397964502413589,-0.8320070205360063,0.1467259042018974,-5.670484874921269,1.6879348585518983e-08,True
1.4390254096185244,-0.8484489464806337,0.1494071698738589,-5.678769949239785,1.609737587671134e-08,True
1.48008631682346,-0.8648908724252612,0.15211512377704267,-5.685765168839781,1.5464662883601932e-08,True
1.5211472240283959,-0.8813327983698888,0.15484836576415972,-5.691586049491759,1.495665724604578e-08,True
1.562208131233331,-0.897774724314516,0.15760558018069684,-5.696338437288868,1.4553966920516359e-08,True
1.6032690384382668,-0.9142166502591436,0.16038553068931827,-5.700119245981525,1.4241150925187185e-08,True
1.644329945643202,-0.9306585762037708,0.16318705534150535,-5.703017155718387,1.4005819393148045e-08,True
1.685390852848137,-0.947100502148398,0.166009061902373,-5.70511327089705,1.3837960777252079e-08,True
1.7264517600530729,-0.9635424280930257,0.16885052342979995,-5.706481736158911,1.3729430259346032e-08,True
1.767512667258008,-0.9799843540376529,0.1717104741052974,-5.70719031057302,1.367356006198861e-08,True
1.8085735744629439,-0.9964262799822805,0.1745880053112233,-5.7073009008037845,1.3664860132323042e-08,True
1.849634481667879,-1.0128682059269076,0.17748226194686198,-5.706870054598242,1.3698784551152698e-08,True
1.8906953888728149,-1.0293101318715352,0.18039243897440507,-5.7059494163033,1.3771548790231236e-08,True
1.93175629607775,-1.0457520578161625,0.18331777818485437,-5.7045861463673475,1.3879988269849264e-08,True
1.9728172032826858,-1.0621939837607903,0.186257565173245,-5.702823306923425,1.4021442673595175e-08,True
2.013878110487621,-1.0786359097054175,0.18921112651225566,-5.700700215616292,1.4193665798245547e-08,True
2.054939017692557,-1.095077835650045,0.19217782711318485,-5.698252769842637,1.439475316722394e-08,True
2.095999924897492,-1.1115197615946721,0.19515706776335462,-5.695513743537535,1.4623082522646769e-08,True
2.137060832102428,-1.1279616875392997,0.19814828282923155,-5.692513058573419,1.4877266529822464e-08,True
2.178121739307363,-1.144403613483927,0.20115093811487128,-5.6892780327496775,1.5156113031267182e-08,True
2.219182646512298,-1.1608455394285544,0.20416452886569084,-5.6858336062490755,1.5458593738415516e-08,True
2.260243553717234,-1.177287465373182,0.20718857790800965,-5.682202548327204,1.578381714217869e-08,True
2.301304460922169,-1.193729391317809,0.21022263391527166,-5.67840564588745,1.6131007196662495e-08,True
2.342365368127105,-1.2101713172624367,0.21326626979234764,-5.674461875479662,1.6499484889465066e-08,True
2.38342627533204,-1.226613243207064,0.21631908116980242,-5.670388560148415,1.688865269855455e-08,True
